job_id,skill,skill_category,skill_level
IS0BTUI05MJG,GCP,Cloud,Advanced
IS0BTUI05MJG,R,Programming,Advanced
IS0BTUI05MJG,AWS,Cloud,Basic
H85U6OWXN1TW,NLP,ML,Advanced
H85U6OWXN1TW,Python,Programming,Intermediate
H85U6OWXN1TW,AWS,Cloud,Basic
H85U6OWXN1TW,Computer Vision,ML,Intermediate
H85U6OWXN1TW,Azure,Cloud,Intermediate
H85U6OWXN1TW,TensorFlow,ML,Intermediate
JLL2HF10N7D5,GCP,Cloud,Intermediate
JLL2HF10N7D5,Computer Vision,ML,Basic
JLL2HF10N7D5,AWS,Cloud,Advanced
JLL2HF10N7D5,NLP,ML,Intermediate
T2A7Z68861X2,TensorFlow,ML,Intermediate
T2A7Z68861X2,AWS,Cloud,Advanced
T2A7Z68861X2,SQL,Programming,Basic
T2A7Z68861X2,GCP,Cloud,Intermediate
T2A7Z68861X2,Scikit-learn,ML,Advanced
T2A7Z68861X2,Python,Programming,Basic
XOFQIRCHZTIW,NLP,ML,Basic
XOFQIRCHZTIW,TensorFlow,ML,Intermediate
XOFQIRCHZTIW,Azure,Cloud,Advanced
Q7NGFQI223IV,Python,Programming,Intermediate
Q7NGFQI223IV,PyTorch,ML,Advanced
Q7NGFQI223IV,Computer Vision,ML,Intermediate
Q7NGFQI223IV,TensorFlow,ML,Basic
Q7NGFQI223IV,R,Programming,Basic
Q7NGFQI223IV,GCP,Cloud,Intermediate
0UHB2UP93WB2,Computer Vision,ML,Advanced
0UHB2UP93WB2,AWS,Cloud,Advanced
0UHB2UP93WB2,R,Programming,Basic
0UHB2UP93WB2,NLP,ML,Advanced
0UHB2UP93WB2,Scikit-learn,ML,Advanced
0UHB2UP93WB2,GCP,Cloud,Basic
K0F7O1VJTQFK,Scikit-learn,ML,Basic
K0F7O1VJTQFK,AWS,Cloud,Intermediate
K0F7O1VJTQFK,R,Programming,Advanced
K0F7O1VJTQFK,NLP,ML,Basic
R4E7PVFA4HGY,R,Programming,Basic
R4E7PVFA4HGY,NLP,ML,Basic
R4E7PVFA4HGY,GCP,Cloud,Intermediate
D2K5Q1XWIRZP,R,Programming,Advanced
D2K5Q1XWIRZP,TensorFlow,ML,Intermediate
D2K5Q1XWIRZP,NLP,ML,Basic
D2K5Q1XWIRZP,SQL,Programming,Advanced
D2K5Q1XWIRZP,PyTorch,ML,Advanced
NI67MNME4ELC,Scikit-learn,ML,Basic
NI67MNME4ELC,Azure,Cloud,Advanced
NI67MNME4ELC,Computer Vision,ML,Basic
NI67MNME4ELC,SQL,Programming,Intermediate
CU12BMXQX8FB,GCP,Cloud,Intermediate
CU12BMXQX8FB,Scikit-learn,ML,Advanced
CU12BMXQX8FB,NLP,ML,Advanced
QDP40SYQWHXO,Python,Programming,Basic
QDP40SYQWHXO,TensorFlow,ML,Intermediate
QDP40SYQWHXO,SQL,Programming,Intermediate
QDP40SYQWHXO,Computer Vision,ML,Advanced
QDP40SYQWHXO,GCP,Cloud,Basic
QDP40SYQWHXO,R,Programming,Advanced
1162GAWKVZQ7,PyTorch,ML,Intermediate
1162GAWKVZQ7,TensorFlow,ML,Basic
1162GAWKVZQ7,Scikit-learn,ML,Basic
1162GAWKVZQ7,Python,Programming,Advanced
1162GAWKVZQ7,AWS,Cloud,Advanced
3SSRGMVKD987,NLP,ML,Basic
3SSRGMVKD987,Scikit-learn,ML,Basic
3SSRGMVKD987,Computer Vision,ML,Basic
3SSRGMVKD987,Azure,Cloud,Intermediate
9QIN4YMF8GOC,PyTorch,ML,Intermediate
9QIN4YMF8GOC,R,Programming,Intermediate
9QIN4YMF8GOC,GCP,Cloud,Intermediate
RYDMFOD8ROZL,GCP,Cloud,Intermediate
RYDMFOD8ROZL,Computer Vision,ML,Intermediate
RYDMFOD8ROZL,PyTorch,ML,Advanced
RYDMFOD8ROZL,Scikit-learn,ML,Advanced
RYDMFOD8ROZL,NLP,ML,Intermediate
WVPZYKPVM2EF,Python,Programming,Basic
WVPZYKPVM2EF,GCP,Cloud,Intermediate
WVPZYKPVM2EF,NLP,ML,Advanced
WVPZYKPVM2EF,TensorFlow,ML,Basic
WVPZYKPVM2EF,Computer Vision,ML,Advanced
C8LXPYFLJ1SU,TensorFlow,ML,Basic
C8LXPYFLJ1SU,Scikit-learn,ML,Intermediate
C8LXPYFLJ1SU,NLP,ML,Advanced
C8LXPYFLJ1SU,AWS,Cloud,Basic
LLE9POW3WEWD,SQL,Programming,Advanced
LLE9POW3WEWD,TensorFlow,ML,Basic
LLE9POW3WEWD,Python,Programming,Basic
LLE9POW3WEWD,AWS,Cloud,Intermediate
LLE9POW3WEWD,PyTorch,ML,Intermediate
UYRGVG6F1C6X,TensorFlow,ML,Intermediate
UYRGVG6F1C6X,NLP,ML,Advanced
UYRGVG6F1C6X,AWS,Cloud,Basic
UYRGVG6F1C6X,Scikit-learn,ML,Advanced
UYRGVG6F1C6X,SQL,Programming,Advanced
RP9PQTS564RM,Python,Programming,Basic
RP9PQTS564RM,SQL,Programming,Advanced
RP9PQTS564RM,R,Programming,Intermediate
YXTRK1Z1NLHY,Azure,Cloud,Basic
YXTRK1Z1NLHY,Python,Programming,Advanced
YXTRK1Z1NLHY,NLP,ML,Advanced
YXTRK1Z1NLHY,SQL,Programming,Intermediate
YXTRK1Z1NLHY,R,Programming,Basic
YXTRK1Z1NLHY,TensorFlow,ML,Advanced
61IQ09XFF5GK,PyTorch,ML,Advanced
61IQ09XFF5GK,R,Programming,Basic
61IQ09XFF5GK,Python,Programming,Intermediate
61IQ09XFF5GK,GCP,Cloud,Advanced
9IMLM1RCCJ6X,Computer Vision,ML,Intermediate
9IMLM1RCCJ6X,Azure,Cloud,Basic
9IMLM1RCCJ6X,PyTorch,ML,Basic
9IMLM1RCCJ6X,Python,Programming,Advanced
EWAIJKF15KGW,Python,Programming,Basic
EWAIJKF15KGW,SQL,Programming,Basic
EWAIJKF15KGW,TensorFlow,ML,Intermediate
EWAIJKF15KGW,AWS,Cloud,Basic
UHFRUWW12VLX,TensorFlow,ML,Basic
UHFRUWW12VLX,PyTorch,ML,Basic
UHFRUWW12VLX,Python,Programming,Intermediate
1T7ECI7LWZ48,Python,Programming,Basic
1T7ECI7LWZ48,PyTorch,ML,Advanced
1T7ECI7LWZ48,AWS,Cloud,Basic
1T7ECI7LWZ48,TensorFlow,ML,Intermediate
D5KYZ01TT2AT,Computer Vision,ML,Intermediate
D5KYZ01TT2AT,SQL,Programming,Basic
D5KYZ01TT2AT,TensorFlow,ML,Intermediate
Y5BT8ECK8MQU,Scikit-learn,ML,Basic
Y5BT8ECK8MQU,Computer Vision,ML,Advanced
Y5BT8ECK8MQU,GCP,Cloud,Basic
WFQUI6NJA25Q,R,Programming,Intermediate
WFQUI6NJA25Q,GCP,Cloud,Basic
WFQUI6NJA25Q,AWS,Cloud,Advanced
WFQUI6NJA25Q,Scikit-learn,ML,Basic
WFQUI6NJA25Q,TensorFlow,ML,Advanced
AXXQQCPGO7LM,GCP,Cloud,Advanced
AXXQQCPGO7LM,TensorFlow,ML,Advanced
AXXQQCPGO7LM,R,Programming,Advanced
AXXQQCPGO7LM,SQL,Programming,Basic
9SZE0NMM78O0,Azure,Cloud,Advanced
9SZE0NMM78O0,Scikit-learn,ML,Basic
9SZE0NMM78O0,Computer Vision,ML,Advanced
9SZE0NMM78O0,GCP,Cloud,Intermediate
9SZE0NMM78O0,SQL,Programming,Intermediate
9SZE0NMM78O0,NLP,ML,Advanced
U77S6TYL20Q2,NLP,ML,Advanced
U77S6TYL20Q2,GCP,Cloud,Intermediate
U77S6TYL20Q2,PyTorch,ML,Basic
U77S6TYL20Q2,Azure,Cloud,Intermediate
URIPJF39J8RT,Azure,Cloud,Basic
URIPJF39J8RT,R,Programming,Intermediate
URIPJF39J8RT,NLP,ML,Intermediate
URIPJF39J8RT,Scikit-learn,ML,Intermediate
URIPJF39J8RT,AWS,Cloud,Basic
4KGRX1CFROWG,SQL,Programming,Intermediate
4KGRX1CFROWG,R,Programming,Advanced
4KGRX1CFROWG,Python,Programming,Advanced
X2BM4O2V08SU,R,Programming,Intermediate
X2BM4O2V08SU,Python,Programming,Advanced
X2BM4O2V08SU,AWS,Cloud,Basic
PQE6IOKMB55Y,Computer Vision,ML,Advanced
PQE6IOKMB55Y,PyTorch,ML,Advanced
PQE6IOKMB55Y,TensorFlow,ML,Basic
PQE6IOKMB55Y,AWS,Cloud,Intermediate
ZVUEOTWUX4AC,AWS,Cloud,Intermediate
ZVUEOTWUX4AC,SQL,Programming,Advanced
ZVUEOTWUX4AC,Python,Programming,Intermediate
ZVUEOTWUX4AC,Azure,Cloud,Advanced
ZVUEOTWUX4AC,PyTorch,ML,Intermediate
WIMWFJOOR78P,SQL,Programming,Advanced
WIMWFJOOR78P,AWS,Cloud,Basic
WIMWFJOOR78P,PyTorch,ML,Intermediate
96OL2KC0HGFC,SQL,Programming,Advanced
96OL2KC0HGFC,Computer Vision,ML,Intermediate
96OL2KC0HGFC,Azure,Cloud,Advanced
96OL2KC0HGFC,TensorFlow,ML,Advanced
96OL2KC0HGFC,AWS,Cloud,Advanced
WDY56XN2AA8S,NLP,ML,Basic
WDY56XN2AA8S,PyTorch,ML,Advanced
WDY56XN2AA8S,R,Programming,Advanced
WDY56XN2AA8S,Python,Programming,Advanced
WDY56XN2AA8S,SQL,Programming,Advanced
L4TSSORG1ACK,Azure,Cloud,Intermediate
L4TSSORG1ACK,GCP,Cloud,Intermediate
L4TSSORG1ACK,NLP,ML,Intermediate
L4TSSORG1ACK,PyTorch,ML,Basic
MEI7L5Q7GI4G,NLP,ML,Advanced
MEI7L5Q7GI4G,SQL,Programming,Basic
MEI7L5Q7GI4G,PyTorch,ML,Advanced
MEI7L5Q7GI4G,Azure,Cloud,Advanced
MEI7L5Q7GI4G,GCP,Cloud,Basic
L5EFT6DGYKVN,Azure,Cloud,Intermediate
L5EFT6DGYKVN,GCP,Cloud,Advanced
L5EFT6DGYKVN,R,Programming,Basic
L5EFT6DGYKVN,NLP,ML,Advanced
L5EFT6DGYKVN,TensorFlow,ML,Intermediate
L5EFT6DGYKVN,SQL,Programming,Intermediate
FHJP449YHPV1,Azure,Cloud,Basic
FHJP449YHPV1,PyTorch,ML,Basic
FHJP449YHPV1,AWS,Cloud,Intermediate
FHJP449YHPV1,SQL,Programming,Basic
HLMG8T1CQ252,PyTorch,ML,Basic
HLMG8T1CQ252,AWS,Cloud,Basic
HLMG8T1CQ252,SQL,Programming,Basic
HLMG8T1CQ252,R,Programming,Basic
HLMG8T1CQ252,Computer Vision,ML,Intermediate
7WCS54LBJFF8,Computer Vision,ML,Intermediate
7WCS54LBJFF8,SQL,Programming,Advanced
7WCS54LBJFF8,R,Programming,Intermediate
7WCS54LBJFF8,Scikit-learn,ML,Advanced
EKQJXTHYEJ2N,Python,Programming,Intermediate
EKQJXTHYEJ2N,GCP,Cloud,Basic
EKQJXTHYEJ2N,TensorFlow,ML,Intermediate
414NZYY3D2QO,Azure,Cloud,Basic
414NZYY3D2QO,Python,Programming,Intermediate
414NZYY3D2QO,Scikit-learn,ML,Intermediate
414NZYY3D2QO,PyTorch,ML,Advanced
414NZYY3D2QO,R,Programming,Basic
CMUP8XQCRCP0,AWS,Cloud,Advanced
CMUP8XQCRCP0,GCP,Cloud,Intermediate
CMUP8XQCRCP0,NLP,ML,Advanced
CMUP8XQCRCP0,SQL,Programming,Advanced
IQDGAMIDNJI5,Scikit-learn,ML,Advanced
IQDGAMIDNJI5,NLP,ML,Advanced
IQDGAMIDNJI5,Azure,Cloud,Intermediate
IQDGAMIDNJI5,Computer Vision,ML,Basic
UMEDKRADA7SR,SQL,Programming,Basic
UMEDKRADA7SR,Python,Programming,Basic
UMEDKRADA7SR,Scikit-learn,ML,Basic
W93FQTJGGXKI,Scikit-learn,ML,Advanced
W93FQTJGGXKI,Azure,Cloud,Advanced
W93FQTJGGXKI,GCP,Cloud,Advanced
1ZGNG8COGMG2,Computer Vision,ML,Advanced
1ZGNG8COGMG2,Scikit-learn,ML,Intermediate
1ZGNG8COGMG2,NLP,ML,Advanced
RGQJ2EYDHS2G,TensorFlow,ML,Advanced
RGQJ2EYDHS2G,NLP,ML,Advanced
RGQJ2EYDHS2G,PyTorch,ML,Advanced
TDSJF2BK9WIY,PyTorch,ML,Advanced
TDSJF2BK9WIY,Scikit-learn,ML,Basic
TDSJF2BK9WIY,NLP,ML,Intermediate
IE1147G0JZAJ,R,Programming,Advanced
IE1147G0JZAJ,SQL,Programming,Intermediate
IE1147G0JZAJ,Computer Vision,ML,Intermediate
IE1147G0JZAJ,Azure,Cloud,Advanced
IE1147G0JZAJ,PyTorch,ML,Basic
IE1147G0JZAJ,GCP,Cloud,Intermediate
0N9R8MDOEAYR,PyTorch,ML,Advanced
0N9R8MDOEAYR,R,Programming,Advanced
0N9R8MDOEAYR,Scikit-learn,ML,Advanced
0N9R8MDOEAYR,AWS,Cloud,Advanced
0N9R8MDOEAYR,Computer Vision,ML,Basic
SH91QI17VKHY,TensorFlow,ML,Basic
SH91QI17VKHY,PyTorch,ML,Basic
SH91QI17VKHY,Computer Vision,ML,Basic
9BDCFRX2VM4N,SQL,Programming,Intermediate
9BDCFRX2VM4N,TensorFlow,ML,Advanced
9BDCFRX2VM4N,Computer Vision,ML,Basic
9BDCFRX2VM4N,Azure,Cloud,Advanced
TGT5D2LEM4MW,AWS,Cloud,Intermediate
TGT5D2LEM4MW,Computer Vision,ML,Intermediate
TGT5D2LEM4MW,PyTorch,ML,Advanced
TGT5D2LEM4MW,TensorFlow,ML,Intermediate
TGT5D2LEM4MW,Azure,Cloud,Advanced
0NOCTC0K7FSA,AWS,Cloud,Advanced
0NOCTC0K7FSA,TensorFlow,ML,Basic
0NOCTC0K7FSA,NLP,ML,Basic
0NOCTC0K7FSA,Azure,Cloud,Intermediate
0NOCTC0K7FSA,GCP,Cloud,Advanced
0NOCTC0K7FSA,R,Programming,Basic
XAZUEL2HDKH4,Scikit-learn,ML,Intermediate
XAZUEL2HDKH4,GCP,Cloud,Advanced
XAZUEL2HDKH4,TensorFlow,ML,Intermediate
XAZUEL2HDKH4,Computer Vision,ML,Advanced
JL14C7HRCERU,GCP,Cloud,Intermediate
JL14C7HRCERU,AWS,Cloud,Intermediate
JL14C7HRCERU,Scikit-learn,ML,Advanced
JL14C7HRCERU,SQL,Programming,Advanced
5A0AR4V6P2PC,R,Programming,Basic
5A0AR4V6P2PC,NLP,ML,Intermediate
5A0AR4V6P2PC,Computer Vision,ML,Intermediate
5A0AR4V6P2PC,PyTorch,ML,Advanced
5A0AR4V6P2PC,Python,Programming,Basic
LZIJ5NVSMVQ1,NLP,ML,Advanced
LZIJ5NVSMVQ1,PyTorch,ML,Advanced
LZIJ5NVSMVQ1,Python,Programming,Advanced
LZIJ5NVSMVQ1,AWS,Cloud,Basic
0WAI8QAG7ZXA,TensorFlow,ML,Intermediate
0WAI8QAG7ZXA,Computer Vision,ML,Advanced
0WAI8QAG7ZXA,Scikit-learn,ML,Basic
7L8PCAOT2W2T,Azure,Cloud,Intermediate
7L8PCAOT2W2T,Python,Programming,Intermediate
7L8PCAOT2W2T,Computer Vision,ML,Advanced
7L8PCAOT2W2T,NLP,ML,Intermediate
7L8PCAOT2W2T,Scikit-learn,ML,Basic
2ON4DG9IDZEF,SQL,Programming,Advanced
2ON4DG9IDZEF,NLP,ML,Advanced
2ON4DG9IDZEF,PyTorch,ML,Advanced
2ON4DG9IDZEF,TensorFlow,ML,Advanced
2ON4DG9IDZEF,Scikit-learn,ML,Advanced
KAXHGKI9DXR8,AWS,Cloud,Intermediate
KAXHGKI9DXR8,GCP,Cloud,Basic
KAXHGKI9DXR8,Scikit-learn,ML,Advanced
KAXHGKI9DXR8,Computer Vision,ML,Basic
KAXHGKI9DXR8,SQL,Programming,Advanced
KAXHGKI9DXR8,Azure,Cloud,Intermediate
WHU323VKCLT1,TensorFlow,ML,Basic
WHU323VKCLT1,Azure,Cloud,Basic
WHU323VKCLT1,SQL,Programming,Intermediate
GGJRV5R1RSBR,Scikit-learn,ML,Intermediate
GGJRV5R1RSBR,TensorFlow,ML,Basic
GGJRV5R1RSBR,GCP,Cloud,Advanced
WBDBZDIOA2GW,Azure,Cloud,Advanced
WBDBZDIOA2GW,Computer Vision,ML,Intermediate
WBDBZDIOA2GW,SQL,Programming,Advanced
WBDBZDIOA2GW,PyTorch,ML,Intermediate
Y77ZRRPRN1GQ,Azure,Cloud,Basic
Y77ZRRPRN1GQ,R,Programming,Advanced
Y77ZRRPRN1GQ,NLP,ML,Basic
Y6JI8LZT4A47,PyTorch,ML,Intermediate
Y6JI8LZT4A47,SQL,Programming,Advanced
Y6JI8LZT4A47,Azure,Cloud,Intermediate
AY213DS9E2S3,GCP,Cloud,Advanced
AY213DS9E2S3,TensorFlow,ML,Intermediate
AY213DS9E2S3,PyTorch,ML,Basic
AY213DS9E2S3,SQL,Programming,Basic
AY213DS9E2S3,Scikit-learn,ML,Advanced
SNDKXDGEWGI8,GCP,Cloud,Basic
SNDKXDGEWGI8,PyTorch,ML,Intermediate
SNDKXDGEWGI8,Python,Programming,Advanced
SNDKXDGEWGI8,Azure,Cloud,Advanced
SNDKXDGEWGI8,R,Programming,Intermediate
SNDKXDGEWGI8,SQL,Programming,Advanced
KJFA58NB8BT8,GCP,Cloud,Advanced
KJFA58NB8BT8,Scikit-learn,ML,Intermediate
KJFA58NB8BT8,Python,Programming,Basic
KJFA58NB8BT8,Azure,Cloud,Intermediate
YF5OSFIDWLZT,Computer Vision,ML,Intermediate
YF5OSFIDWLZT,TensorFlow,ML,Intermediate
YF5OSFIDWLZT,Scikit-learn,ML,Intermediate
WRG930KCSLCZ,R,Programming,Basic
WRG930KCSLCZ,Python,Programming,Advanced
WRG930KCSLCZ,Scikit-learn,ML,Basic
RCNUBAHEBD3G,NLP,ML,Advanced
RCNUBAHEBD3G,Scikit-learn,ML,Intermediate
RCNUBAHEBD3G,GCP,Cloud,Intermediate
RCNUBAHEBD3G,PyTorch,ML,Intermediate
YY1XSWBJIMMP,R,Programming,Advanced
YY1XSWBJIMMP,Azure,Cloud,Advanced
YY1XSWBJIMMP,PyTorch,ML,Basic
YY1XSWBJIMMP,Computer Vision,ML,Basic
QMHZDYCRD7Z6,NLP,ML,Basic
QMHZDYCRD7Z6,AWS,Cloud,Intermediate
QMHZDYCRD7Z6,TensorFlow,ML,Basic
QMHZDYCRD7Z6,R,Programming,Advanced
QMHZDYCRD7Z6,Computer Vision,ML,Intermediate
QMHZDYCRD7Z6,SQL,Programming,Advanced
1DEWEZJSVVV4,Azure,Cloud,Basic
1DEWEZJSVVV4,NLP,ML,Advanced
1DEWEZJSVVV4,Computer Vision,ML,Advanced
KFOGQGOU9VY9,TensorFlow,ML,Intermediate
KFOGQGOU9VY9,Azure,Cloud,Basic
KFOGQGOU9VY9,AWS,Cloud,Intermediate
KFOGQGOU9VY9,GCP,Cloud,Basic
KFOGQGOU9VY9,Scikit-learn,ML,Advanced
LC8AFZ7CW265,AWS,Cloud,Basic
LC8AFZ7CW265,TensorFlow,ML,Advanced
LC8AFZ7CW265,Scikit-learn,ML,Advanced
LC8AFZ7CW265,R,Programming,Intermediate
LC8AFZ7CW265,NLP,ML,Advanced
LC8AFZ7CW265,Python,Programming,Basic
NZ2746PBUYU9,NLP,ML,Basic
NZ2746PBUYU9,Azure,Cloud,Advanced
NZ2746PBUYU9,AWS,Cloud,Basic
WVG1QJJ9MC93,Scikit-learn,ML,Intermediate
WVG1QJJ9MC93,NLP,ML,Advanced
WVG1QJJ9MC93,PyTorch,ML,Basic
WVG1QJJ9MC93,GCP,Cloud,Advanced
WVG1QJJ9MC93,TensorFlow,ML,Intermediate
76TZ64FHKYNJ,Azure,Cloud,Advanced
76TZ64FHKYNJ,SQL,Programming,Advanced
76TZ64FHKYNJ,Scikit-learn,ML,Advanced
76TZ64FHKYNJ,R,Programming,Basic
76TZ64FHKYNJ,TensorFlow,ML,Advanced
WT0WNRZF0RHM,AWS,Cloud,Basic
WT0WNRZF0RHM,Computer Vision,ML,Advanced
WT0WNRZF0RHM,GCP,Cloud,Advanced
WT0WNRZF0RHM,PyTorch,ML,Intermediate
WT0WNRZF0RHM,Scikit-learn,ML,Intermediate
WT0WNRZF0RHM,Python,Programming,Intermediate
1YY1VGF3I3UL,Python,Programming,Basic
1YY1VGF3I3UL,AWS,Cloud,Intermediate
1YY1VGF3I3UL,TensorFlow,ML,Advanced
1YY1VGF3I3UL,Computer Vision,ML,Advanced
LG8YM7K1YEEP,AWS,Cloud,Basic
LG8YM7K1YEEP,Python,Programming,Basic
LG8YM7K1YEEP,GCP,Cloud,Advanced
OMA0MHN67HOX,Python,Programming,Advanced
OMA0MHN67HOX,NLP,ML,Advanced
OMA0MHN67HOX,Computer Vision,ML,Advanced
OMA0MHN67HOX,Azure,Cloud,Basic
OMA0MHN67HOX,AWS,Cloud,Intermediate
OMA0MHN67HOX,SQL,Programming,Intermediate
G2D5SMPFUMZ9,NLP,ML,Intermediate
G2D5SMPFUMZ9,Azure,Cloud,Basic
G2D5SMPFUMZ9,TensorFlow,ML,Intermediate
G2D5SMPFUMZ9,Python,Programming,Basic
G2D5SMPFUMZ9,AWS,Cloud,Intermediate
AP6W7TQMROP8,GCP,Cloud,Advanced
AP6W7TQMROP8,PyTorch,ML,Intermediate
AP6W7TQMROP8,SQL,Programming,Basic
AP6W7TQMROP8,NLP,ML,Intermediate
AP6W7TQMROP8,Scikit-learn,ML,Advanced
AP6W7TQMROP8,AWS,Cloud,Advanced
FI62BZJB0AHL,Python,Programming,Advanced
FI62BZJB0AHL,Azure,Cloud,Intermediate
FI62BZJB0AHL,PyTorch,ML,Advanced
FI62BZJB0AHL,SQL,Programming,Advanced
FI62BZJB0AHL,NLP,ML,Basic
FI62BZJB0AHL,R,Programming,Advanced
2URCQY8D85VW,PyTorch,ML,Advanced
2URCQY8D85VW,TensorFlow,ML,Basic
2URCQY8D85VW,AWS,Cloud,Basic
2URCQY8D85VW,GCP,Cloud,Advanced
2URCQY8D85VW,R,Programming,Advanced
Q1DFVHQ9H4BH,Computer Vision,ML,Advanced
Q1DFVHQ9H4BH,TensorFlow,ML,Basic
Q1DFVHQ9H4BH,SQL,Programming,Basic
UJKOV52IGJCL,PyTorch,ML,Advanced
UJKOV52IGJCL,AWS,Cloud,Basic
UJKOV52IGJCL,R,Programming,Advanced
UJKOV52IGJCL,Computer Vision,ML,Basic
UJKOV52IGJCL,Python,Programming,Advanced
UJKOV52IGJCL,GCP,Cloud,Advanced
ETY001BVL1WK,Computer Vision,ML,Intermediate
ETY001BVL1WK,NLP,ML,Basic
ETY001BVL1WK,R,Programming,Basic
ETY001BVL1WK,Scikit-learn,ML,Basic
ETY001BVL1WK,Python,Programming,Basic
ETY001BVL1WK,TensorFlow,ML,Basic
STGWH22T1WQD,SQL,Programming,Advanced
STGWH22T1WQD,Computer Vision,ML,Intermediate
STGWH22T1WQD,PyTorch,ML,Basic
STGWH22T1WQD,GCP,Cloud,Advanced
S0QUBTIC6DN0,PyTorch,ML,Advanced
S0QUBTIC6DN0,Computer Vision,ML,Basic
S0QUBTIC6DN0,GCP,Cloud,Basic
S0QUBTIC6DN0,Scikit-learn,ML,Advanced
X4U238CDHVB3,Computer Vision,ML,Basic
X4U238CDHVB3,SQL,Programming,Intermediate
X4U238CDHVB3,Python,Programming,Advanced
X4U238CDHVB3,AWS,Cloud,Advanced
K3MJ88W0HICY,Python,Programming,Intermediate
K3MJ88W0HICY,AWS,Cloud,Intermediate
K3MJ88W0HICY,Computer Vision,ML,Intermediate
K3MJ88W0HICY,TensorFlow,ML,Intermediate
PEMXH7HTMX3D,Computer Vision,ML,Intermediate
PEMXH7HTMX3D,Scikit-learn,ML,Advanced
PEMXH7HTMX3D,Azure,Cloud,Basic
PEMXH7HTMX3D,Python,Programming,Advanced
BJPFVGWMV1I9,SQL,Programming,Advanced
BJPFVGWMV1I9,Azure,Cloud,Basic
BJPFVGWMV1I9,Python,Programming,Basic
BJPFVGWMV1I9,GCP,Cloud,Advanced
I5QZW1EAGMRF,GCP,Cloud,Intermediate
I5QZW1EAGMRF,SQL,Programming,Basic
I5QZW1EAGMRF,PyTorch,ML,Advanced
I5QZW1EAGMRF,Computer Vision,ML,Advanced
I5QZW1EAGMRF,AWS,Cloud,Basic
I5QZW1EAGMRF,R,Programming,Basic
PJC8FF0ZEXS5,R,Programming,Basic
PJC8FF0ZEXS5,SQL,Programming,Advanced
PJC8FF0ZEXS5,TensorFlow,ML,Intermediate
PJC8FF0ZEXS5,Python,Programming,Basic
PJC8FF0ZEXS5,AWS,Cloud,Intermediate
PJC8FF0ZEXS5,Computer Vision,ML,Advanced
DIHSWCJDF7I5,NLP,ML,Basic
DIHSWCJDF7I5,R,Programming,Intermediate
DIHSWCJDF7I5,AWS,Cloud,Advanced
DIHSWCJDF7I5,SQL,Programming,Advanced
DIHSWCJDF7I5,Azure,Cloud,Advanced
HJAIVPIREP3H,R,Programming,Advanced
HJAIVPIREP3H,Scikit-learn,ML,Intermediate
HJAIVPIREP3H,Python,Programming,Basic
33H5H448YUVP,NLP,ML,Intermediate
33H5H448YUVP,R,Programming,Basic
33H5H448YUVP,SQL,Programming,Basic
WV67TKXE1LYH,Python,Programming,Intermediate
WV67TKXE1LYH,TensorFlow,ML,Intermediate
WV67TKXE1LYH,NLP,ML,Intermediate
WV67TKXE1LYH,Scikit-learn,ML,Advanced
WV67TKXE1LYH,AWS,Cloud,Intermediate
WV67TKXE1LYH,SQL,Programming,Basic
K9GQD9SRJR1Q,Python,Programming,Basic
K9GQD9SRJR1Q,TensorFlow,ML,Basic
K9GQD9SRJR1Q,SQL,Programming,Intermediate
K9GQD9SRJR1Q,NLP,ML,Basic
K9GQD9SRJR1Q,Computer Vision,ML,Intermediate
MCE6L9X3E4TM,SQL,Programming,Intermediate
MCE6L9X3E4TM,Scikit-learn,ML,Advanced
MCE6L9X3E4TM,Computer Vision,ML,Intermediate
MCE6L9X3E4TM,Azure,Cloud,Intermediate
1AP2JYW2ENKY,Scikit-learn,ML,Advanced
1AP2JYW2ENKY,Azure,Cloud,Intermediate
1AP2JYW2ENKY,NLP,ML,Intermediate
1AP2JYW2ENKY,GCP,Cloud,Basic
1AP2JYW2ENKY,SQL,Programming,Basic
PK9LSTT31YV9,PyTorch,ML,Basic
PK9LSTT31YV9,NLP,ML,Advanced
PK9LSTT31YV9,TensorFlow,ML,Intermediate
PK9LSTT31YV9,Python,Programming,Advanced
PK9LSTT31YV9,GCP,Cloud,Advanced
PK9LSTT31YV9,Azure,Cloud,Basic
574CIODC1T3Z,NLP,ML,Advanced
574CIODC1T3Z,AWS,Cloud,Advanced
574CIODC1T3Z,Azure,Cloud,Basic
574CIODC1T3Z,GCP,Cloud,Basic
ACCV2MGTQA1N,PyTorch,ML,Intermediate
ACCV2MGTQA1N,GCP,Cloud,Basic
ACCV2MGTQA1N,TensorFlow,ML,Basic
0JWUHWFXHRUK,R,Programming,Basic
0JWUHWFXHRUK,NLP,ML,Advanced
0JWUHWFXHRUK,Azure,Cloud,Advanced
LNHXAEEGEJOX,Python,Programming,Intermediate
LNHXAEEGEJOX,SQL,Programming,Advanced
LNHXAEEGEJOX,PyTorch,ML,Intermediate
LNHXAEEGEJOX,TensorFlow,ML,Basic
LNHXAEEGEJOX,Computer Vision,ML,Basic
LNHXAEEGEJOX,Scikit-learn,ML,Basic
T3IHBKZO9LYP,Python,Programming,Basic
T3IHBKZO9LYP,Azure,Cloud,Basic
T3IHBKZO9LYP,SQL,Programming,Advanced
T3IHBKZO9LYP,AWS,Cloud,Advanced
T3IHBKZO9LYP,TensorFlow,ML,Basic
